-35.6853 0 22.7821 1 46.4766 1 25.5226 0 2 2 2 0 
86.0103 0 37.1868 1 -27.6772 1 35.081 0 0 2 1 0 
-74.2058 0 8.60927 0 46.4034 0 -11.185 1 2 2 2 1 
66.8081 1 -34.1838 1 15.4698 0 -53.5997 1 2 0 1 1 
54.1978 1 -88.403 0 -8.52382 1 80.4804 1 2 2 0 0 
38.4991 1 56.3524 1 -76.9463 1 12.711 0 1 2 0 2 
90.2951 1 53.7339 1 82.9402 1 -76.3909 1 2 2 0 2 
-80.4498 1 18.5522 1 25.9926 0 66.7409 1 0 1 2 0 
-66.4846 1 29.2886 0 49.6689 1 78.8751 1 2 1 0 0 
21.6834 0 -42.1857 0 -10.1291 0 -96.5392 0 0 2 1 1 
44.6638 0 75.7866 0 -24.1371 0 13.9744 1 2 2 0 1 
-20.8167 0 5.47807 1 -21.8543 1 22.8492 1 2 1 2 2 
-83.7825 0 84.6797 0 68.8162 1 -73.0705 0 0 1 1 0 
98.9013 0 72.0023 1 -47.8622 1 27.3476 0 2 2 2 1 
-8.63369 0 -91.8455 1 -94.8119 1 -16.9774 0 2 1 1 0 
-58.4826 1 13.9134 1 92.5474 0 4.0376 1 1 1 0 2 
33.6344 1 56.0411 0 77.1905 1 -93.5484 1 0 0 0 2 
-35.5937 0 -51.9578 0 -63.7013 1 79.4244 0 0 1 2 2 
71.099 1 -98.0285 1 73.9738 0 -33.3781 0 2 1 0 1 
16.7821 1 -66.4907 0 81.1335 0 99.4629 1 1 1 2 1 
24.8512 1 70.9342 0 -78.0206 0 93.4019 0 2 2 0 0 
-48.8937 0 76.1528 1 7.6693 0 -21.659 1 2 2 1 1 
17.3803 1 19.7607 1 50.4135 0 -49.0097 1 2 0 2 0 
-39.2071 0 -29.9661 1 -83.3918 0 -30.2225 0 1 0 0 0 
7.60216 1 -8.15149 1 63.6769 1 -38.4075 0 2 1 1 2 
-11.3559 1 -6.04572 0 -54.4603 0 41.9416 1 2 2 2 2 
44.5296 0 8.31629 0 -17.5817 1 84.637 0 2 0 2 0 
-80.6635 1 -21.012 0 -11.7161 1 -94.0611 1 0 0 0 0 
-23.7526 0 12.9978 0 83.3613 1 95.4649 1 2 1 0 0 
-53.8804 0 93.9207 0 -4.99588 1 84.5698 0 0 1 2 2 
70.8914 0 -7.3336 0 62.4683 1 64.861 0 2 0 2 0 
58.8672 0 17.2765 1 -65.0624 0 78.5821 1 1 1 2 2 
86.7367 1 -15.4149 1 19.7363 1 27.0608 0 2 0 0 1 
-25.0038 1 -74.6269 1 -8.62758 1 -6.62557 0 2 2 2 2 
20.0903 0 -53.6058 1 28.0007 0 -51.8906 1 0 2 2 2 
10.5197 0 -95.172 0 6.43635 0 87.3775 1 1 0 2 0 
50.09 1 17.069 1 -32.4992 0 10.239 1 1 2 2 0 
-60.1733 0 41.7951 0 -25.1625 0 17.1972 0 1 1 1 0 
-45.1582 0 65.9658 0 -1.67547 0 -71.8986 1 0 0 0 2 
-51.9822 0 97.2228 1 -29.6182 1 3.23191 1 2 2 1 2 
80.4132 1 37.8094 1 81.6095 0 -43.6689 0 2 2 0 2 
-80.4682 1 74.6574 1 69.2618 1 -10.6113 0 0 0 2 1 
44.9995 1 -5.15458 1 75.4997 0 15.3294 0 1 0 1 1 
-71.5812 1 24.2531 0 49.7665 0 -12.0823 0 1 2 0 1 
-38.0169 1 49.1501 0 -24.7169 0 -4.47707 0 0 1 2 2 
47.8317 1 61.2903 0 -32.2001 1 23.423 1 0 2 2 2 
-66.0939 0 -2.34077 1 8.9938 0 -50.0412 0 1 2 0 2 
28.959 0 -50.7431 0 25.3029 0 44.5906 0 2 0 2 1 
-3.48827 1 -14.8961 0 68.4378 1 46.7696 1 0 2 0 2 
-39.5917 0 56.3158 0 -41.4655 0 52.5681 0 2 2 1 2 
-78.3319 1 -90.4355 0 -20.4688 1 38.6944 0 2 2 0 1 
-57.6769 0 -98.5717 1 -32.6212 0 -54.1124 0 0 0 2 0 
61.9373 1 -55.2965 0 16.3549 1 -50.3464 1 2 0 1 2 
37.8704 0 -34.5439 0 -70.8182 1 7.91955 1 0 0 0 0 
76.812 1 -98.2543 0 81.8354 0 -2.2187 0 2 2 2 0 
65.8559 1 -23.9723 0 17.185 0 15.9642 0 1 0 2 2 
-55.1805 1 72.0023 0 -46.4156 0 -53.3311 0 1 2 2 2 
73.2841 1 71.3614 0 78.4783 1 -77.398 0 1 2 1 1 
-47.6485 1 -31.7484 1 -4.72732 0 -26.9814 1 1 2 2 1 
24.7169 0 -79.6381 0 56.1998 1 4.0315 1 2 2 0 0 
-61.1438 1 -80.1019 0 81.579 1 12.1921 0 0 1 2 2 
55.0401 1 41.2152 0 -93.0723 1 -86.6329 1 1 1 0 2 
4.0376 1 -29.0811 1 -80.1569 0 -34.7758 1 1 0 2 2 
75.6279 0 75.689 1 -87.402 0 97.9553 1 2 2 2 1 
-71.9352 1 -28.8308 0 31.9926 1 -51.6037 0 1 1 2 0 
57.4328 0 27.8787 0 -51.8784 0 13.3335 1 0 2 2 1 
-48.3077 1 56.1449 1 10.6235 0 -52.8855 0 0 0 0 2 
